,DATE,PROVINCE,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT,PROVINCE_NAME
1604,2020-08-07,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1605,2020-08-07,VWV,Flanders,11,20,2,1,0,1,5,WestVlaanderen
1606,2020-08-08,VAN,Flanders,14,89,25,9,2,16,21,Antwerpen
1607,2020-08-08,BRU,Brussels,15,70,12,4,0,10,12,Brussels
1608,2020-08-08,WHT,Wallonia,14,27,9,7,2,4,1,Hainaut
1609,2020-08-08,VLI,Flanders,7,13,4,2,0,0,0,Limburg
1610,2020-08-08,WLG,Wallonia,12,32,8,5,0,3,3,Liège
1611,2020-08-08,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
1612,2020-08-08,WNA,Wallonia,6,9,1,1,0,2,0,Namur
1613,2020-08-08,VOV,Flanders,14,17,3,2,0,1,3,OostVlaanderen
1614,2020-08-08,VBR,Flanders,6,6,3,3,1,0,0,VlaamsBrabant
1615,2020-08-08,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1616,2020-08-08,VWV,Flanders,11,17,2,1,0,2,4,WestVlaanderen
1617,2020-08-09,VAN,Flanders,14,92,24,10,2,8,7,Antwerpen
1618,2020-08-09,BRU,Brussels,15,71,14,4,0,3,0,Brussels
1619,2020-08-09,WHT,Wallonia,14,29,9,7,2,3,1,Hainaut
1620,2020-08-09,VLI,Flanders,7,11,4,2,0,1,1,Limburg
1621,2020-08-09,WLG,Wallonia,12,33,9,5,0,3,1,Liège
1622,2020-08-09,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
1623,2020-08-09,WNA,Wallonia,6,11,1,1,0,3,0,Namur
1624,2020-08-09,VOV,Flanders,14,15,3,1,0,2,3,OostVlaanderen
1625,2020-08-09,VBR,Flanders,6,5,3,3,1,0,1,VlaamsBrabant
1626,2020-08-09,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1627,2020-08-09,VWV,Flanders,11,17,2,1,0,0,1,WestVlaanderen
1628,2020-08-10,VAN,Flanders,14,101,25,13,2,21,7,Antwerpen
1629,2020-08-10,BRU,Brussels,15,81,16,7,1,10,4,Brussels
1630,2020-08-10,WHT,Wallonia,14,29,8,7,1,0,0,Hainaut
1631,2020-08-10,VLI,Flanders,7,11,4,2,0,2,1,Limburg
1632,2020-08-10,WLG,Wallonia,12,35,11,7,0,1,0,Liège
1633,2020-08-10,WLX,Wallonia,3,2,0,0,0,1,0,Luxembourg
1634,2020-08-10,WNA,Wallonia,6,12,1,1,0,1,0,Namur
1635,2020-08-10,VOV,Flanders,14,18,3,1,0,4,0,OostVlaanderen
1636,2020-08-10,VBR,Flanders,6,7,3,3,1,1,0,VlaamsBrabant
1637,2020-08-10,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1638,2020-08-10,VWV,Flanders,11,16,2,1,0,0,0,WestVlaanderen
1639,2020-08-11,VAN,Flanders,13,104,27,13,2,15,14,Antwerpen
1640,2020-08-11,BRU,Brussels,15,75,14,5,1,12,16,Brussels
1641,2020-08-11,WHT,Wallonia,14,29,7,5,0,6,3,Hainaut
1642,2020-08-11,VLI,Flanders,7,11,6,3,0,2,1,Limburg
1643,2020-08-11,WLG,Wallonia,12,32,11,6,0,3,6,Liège
1644,2020-08-11,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
1645,2020-08-11,WNA,Wallonia,7,15,3,1,0,4,2,Namur
1646,2020-08-11,VOV,Flanders,14,17,3,1,0,4,5,OostVlaanderen
1647,2020-08-11,VBR,Flanders,6,8,4,3,1,2,1,VlaamsBrabant
1648,2020-08-11,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1649,2020-08-11,VWV,Flanders,11,15,2,1,0,4,3,WestVlaanderen
1650,2020-08-12,VAN,Flanders,14,92,29,17,2,12,21,Antwerpen
1651,2020-08-12,BRU,Brussels,15,79,15,7,1,10,10,Brussels
1652,2020-08-12,WHT,Wallonia,14,29,5,4,0,3,2,Hainaut
1653,2020-08-12,VLI,Flanders,7,13,6,3,0,1,0,Limburg
1654,2020-08-12,WLG,Wallonia,12,28,10,4,0,1,5,Liège
1655,2020-08-12,WLX,Wallonia,3,0,0,0,0,0,1,Luxembourg
1656,2020-08-12,WNA,Wallonia,6,17,3,0,0,1,0,Namur
1657,2020-08-12,VOV,Flanders,14,19,2,1,0,1,1,OostVlaanderen
1658,2020-08-12,VBR,Flanders,6,9,4,3,1,0,1,VlaamsBrabant
1659,2020-08-12,WBR,Wallonia,2,1,0,0,0,1,0,BrabantWallon
1660,2020-08-12,VWV,Flanders,11,14,2,1,0,5,5,WestVlaanderen
1661,2020-08-13,VAN,Flanders,14,94,30,17,2,14,15,Antwerpen
1662,2020-08-13,BRU,Brussels,15,77,17,9,2,10,11,Brussels
1663,2020-08-13,WHT,Wallonia,14,29,3,3,0,4,2,Hainaut
1664,2020-08-13,VLI,Flanders,7,14,6,3,0,2,0,Limburg
1665,2020-08-13,WLG,Wallonia,12,32,10,6,0,6,2,Liège
1666,2020-08-13,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
1667,2020-08-13,WNA,Wallonia,6,16,2,0,0,1,1,Namur
1668,2020-08-13,VOV,Flanders,14,21,2,1,0,5,2,OostVlaanderen
1669,2020-08-13,VBR,Flanders,6,11,4,3,1,2,0,VlaamsBrabant
1670,2020-08-13,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
1671,2020-08-13,VWV,Flanders,11,14,0,0,0,2,1,WestVlaanderen
1672,2020-08-14,VAN,Flanders,14,83,33,17,3,7,14,Antwerpen
1673,2020-08-14,BRU,Brussels,15,81,20,12,1,9,8,Brussels
1674,2020-08-14,WHT,Wallonia,14,29,2,2,0,2,0,Hainaut
1675,2020-08-14,VLI,Flanders,7,15,6,3,0,2,1,Limburg
1676,2020-08-14,WLG,Wallonia,12,36,10,7,0,6,2,Liège
1677,2020-08-14,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
1678,2020-08-14,WNA,Wallonia,6,16,1,0,0,1,1,Namur
1679,2020-08-14,VOV,Flanders,14,19,2,1,0,2,5,OostVlaanderen
1680,2020-08-14,VBR,Flanders,6,12,4,3,1,1,0,VlaamsBrabant
1681,2020-08-14,WBR,Wallonia,2,2,0,0,0,1,0,BrabantWallon
1682,2020-08-14,VWV,Flanders,11,19,2,0,0,2,0,WestVlaanderen
1683,2020-08-15,VAN,Flanders,14,87,32,16,3,17,12,Antwerpen
1684,2020-08-15,BRU,Brussels,15,85,22,13,2,10,9,Brussels
1685,2020-08-15,WHT,Wallonia,14,22,2,1,0,1,6,Hainaut
1686,2020-08-15,VLI,Flanders,7,14,6,3,0,0,1,Limburg
1687,2020-08-15,WLG,Wallonia,12,36,10,7,0,6,3,Liège
1688,2020-08-15,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
1689,2020-08-15,WNA,Wallonia,6,14,1,0,0,1,3,Namur
1690,2020-08-15,VOV,Flanders,14,19,4,1,0,3,3,OostVlaanderen
1691,2020-08-15,VBR,Flanders,6,10,3,2,0,2,3,VlaamsBrabant
1692,2020-08-15,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
1693,2020-08-15,VWV,Flanders,11,21,2,0,0,3,2,WestVlaanderen
1694,2020-08-16,VAN,Flanders,14,100,36,21,3,8,1,Antwerpen
1695,2020-08-16,BRU,Brussels,15,92,21,12,2,10,3,Brussels
1696,2020-08-16,WHT,Wallonia,14,23,2,1,0,3,2,Hainaut
1697,2020-08-16,VLI,Flanders,7,14,5,3,0,0,1,Limburg
1698,2020-08-16,WLG,Wallonia,12,38,11,7,0,2,1,Liège
1699,2020-08-16,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
1700,2020-08-16,WNA,Wallonia,6,15,1,0,0,1,0,Namur
1701,2020-08-16,VOV,Flanders,14,23,4,1,0,4,2,OostVlaanderen
1702,2020-08-16,VBR,Flanders,6,11,4,3,0,0,0,VlaamsBrabant
1703,2020-08-16,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
1704,2020-08-16,VWV,Flanders,11,19,2,0,0,1,2,WestVlaanderen
1705,2020-08-17,VAN,Flanders,14,105,36,18,3,12,1,Antwerpen
1706,2020-08-17,BRU,Brussels,15,91,23,13,2,2,4,Brussels
1707,2020-08-17,WHT,Wallonia,14,22,2,1,0,0,1,Hainaut
1708,2020-08-17,VLI,Flanders,7,11,5,2,0,0,2,Limburg
1709,2020-08-17,WLG,Wallonia,12,38,12,7,0,2,0,Liège
1710,2020-08-17,WLX,Wallonia,3,1,0,0,0,1,0,Luxembourg
1711,2020-08-17,WNA,Wallonia,6,15,1,0,0,0,0,Namur
1712,2020-08-17,VOV,Flanders,14,25,6,1,0,3,2,OostVlaanderen
1713,2020-08-17,VBR,Flanders,6,11,4,3,0,0,0,VlaamsBrabant
1714,2020-08-17,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
1715,2020-08-17,VWV,Flanders,11,20,2,0,0,1,0,WestVlaanderen
1716,2020-08-18,VAN,Flanders,14,103,35,20,3,9,14,Antwerpen
1717,2020-08-18,BRU,Brussels,15,99,25,13,2,16,11,Brussels
1718,2020-08-18,WHT,Wallonia,14,18,2,1,0,1,6,Hainaut
1719,2020-08-18,VLI,Flanders,7,11,3,2,0,0,0,Limburg
1720,2020-08-18,WLG,Wallonia,12,38,12,8,0,6,4,Liège
1721,2020-08-18,WLX,Wallonia,3,1,0,0,0,1,0,Luxembourg
1722,2020-08-18,WNA,Wallonia,6,11,1,0,0,0,4,Namur
1723,2020-08-18,VOV,Flanders,14,25,4,1,0,1,4,OostVlaanderen
1724,2020-08-18,VBR,Flanders,6,9,4,2,0,0,2,VlaamsBrabant
1725,2020-08-18,WBR,Wallonia,2,1,0,0,0,0,1,BrabantWallon
1726,2020-08-18,VWV,Flanders,11,19,3,1,0,1,3,WestVlaanderen
1727,2020-08-19,VAN,Flanders,14,100,32,19,4,11,9,Antwerpen
1728,2020-08-19,BRU,Brussels,15,108,27,15,2,16,7,Brussels
1729,2020-08-19,WHT,Wallonia,14,14,1,1,0,2,2,Hainaut
1730,2020-08-19,VLI,Flanders,7,13,3,2,0,1,0,Limburg
1731,2020-08-19,WLG,Wallonia,12,41,12,8,0,5,4,Liège
1732,2020-08-19,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
1733,2020-08-19,WNA,Wallonia,6,9,0,0,0,1,2,Namur
1734,2020-08-19,VOV,Flanders,14,25,2,1,0,3,2,OostVlaanderen
1735,2020-08-19,VBR,Flanders,6,8,4,2,0,0,1,VlaamsBrabant
1736,2020-08-19,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
1737,2020-08-19,VWV,Flanders,11,14,2,0,0,0,4,WestVlaanderen
1738,2020-08-20,VAN,Flanders,14,95,31,20,4,8,9,Antwerpen
1739,2020-08-20,BRU,Brussels,15,102,26,15,2,11,16,Brussels
1740,2020-08-20,WHT,Wallonia,14,10,1,1,0,1,5,Hainaut
1741,2020-08-20,VLI,Flanders,7,11,3,2,0,1,3,Limburg
1742,2020-08-20,WLG,Wallonia,12,34,12,8,0,3,10,Liège
1743,2020-08-20,WLX,Wallonia,3,0,0,0,0,0,1,Luxembourg
1744,2020-08-20,WNA,Wallonia,6,7,1,1,0,0,3,Namur
1745,2020-08-20,VOV,Flanders,14,23,2,1,0,5,6,OostVlaanderen
1746,2020-08-20,VBR,Flanders,6,7,4,2,0,0,1,VlaamsBrabant
1747,2020-08-20,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
1748,2020-08-20,VWV,Flanders,11,13,2,0,0,1,2,WestVlaanderen
1749,2020-08-21,VAN,Flanders,14,99,30,16,3,11,14,Antwerpen
1750,2020-08-21,BRU,Brussels,15,110,30,15,2,10,10,Brussels
1751,2020-08-21,WHT,Wallonia,14,11,1,1,0,2,0,Hainaut
1752,2020-08-21,VLI,Flanders,7,11,3,2,0,1,1,Limburg
1753,2020-08-21,WLG,Wallonia,12,30,11,8,0,1,5,Liège
1754,2020-08-21,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
1755,2020-08-21,WNA,Wallonia,6,7,1,1,0,0,0,Namur
1756,2020-08-21,VOV,Flanders,14,24,1,1,0,3,3,OostVlaanderen
1757,2020-08-21,VBR,Flanders,6,9,4,2,0,2,0,VlaamsBrabant
1758,2020-08-21,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
1759,2020-08-21,VWV,Flanders,11,12,3,1,0,1,2,WestVlaanderen
1760,2020-08-22,VAN,Flanders,14,85,29,17,3,9,20,Antwerpen
1761,2020-08-22,BRU,Brussels,15,115,28,14,2,4,10,Brussels
1762,2020-08-22,WHT,Wallonia,14,14,2,1,0,4,0,Hainaut
1763,2020-08-22,VLI,Flanders,7,13,3,2,0,1,0,Limburg
1764,2020-08-22,WLG,Wallonia,12,30,11,8,0,2,2,Liège
1765,2020-08-22,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
1766,2020-08-22,WNA,Wallonia,6,6,2,1,0,0,3,Namur
1767,2020-08-22,VOV,Flanders,14,27,2,1,0,4,3,OostVlaanderen
1768,2020-08-22,VBR,Flanders,6,10,4,2,0,1,0,VlaamsBrabant
1769,2020-08-22,WBR,Wallonia,2,2,0,0,0,1,0,BrabantWallon
1770,2020-08-22,VWV,Flanders,11,8,4,1,1,0,4,WestVlaanderen
1771,2020-08-23,VAN,Flanders,14,86,30,17,3,5,5,Antwerpen
1772,2020-08-23,BRU,Brussels,15,114,28,12,2,5,8,Brussels
1773,2020-08-23,WHT,Wallonia,14,16,2,1,0,2,0,Hainaut
1774,2020-08-23,VLI,Flanders,7,13,3,1,0,0,2,Limburg
1775,2020-08-23,WLG,Wallonia,12,31,11,7,0,2,0,Liège
1776,2020-08-23,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
1777,2020-08-23,WNA,Wallonia,6,5,2,2,0,0,1,Namur
1778,2020-08-23,VOV,Flanders,14,23,3,1,0,1,4,OostVlaanderen
1779,2020-08-23,VBR,Flanders,6,10,4,2,0,0,0,VlaamsBrabant
1780,2020-08-23,WBR,Wallonia,2,3,0,0,0,0,0,BrabantWallon
1781,2020-08-23,VWV,Flanders,11,11,4,1,1,3,1,WestVlaanderen
1782,2020-08-24,VAN,Flanders,14,87,30,17,3,5,2,Antwerpen
1783,2020-08-24,BRU,Brussels,15,109,29,13,4,3,15,Brussels
1784,2020-08-24,WHT,Wallonia,14,19,2,1,0,3,1,Hainaut
1785,2020-08-24,VLI,Flanders,7,13,3,1,0,0,0,Limburg
1786,2020-08-24,WLG,Wallonia,12,34,11,6,0,3,0,Liège
1787,2020-08-24,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
1788,2020-08-24,WNA,Wallonia,6,5,2,2,0,0,0,Namur
1789,2020-08-24,VOV,Flanders,14,26,3,1,0,1,0,OostVlaanderen
1790,2020-08-24,VBR,Flanders,6,12,5,3,0,1,0,VlaamsBrabant
1791,2020-08-24,WBR,Wallonia,2,4,0,0,0,1,0,BrabantWallon
1792,2020-08-24,VWV,Flanders,11,11,4,1,1,0,0,WestVlaanderen
1793,2020-08-25,VAN,Flanders,14,74,29,15,2,1,11,Antwerpen
1794,2020-08-25,BRU,Brussels,15,100,26,14,4,3,15,Brussels
1795,2020-08-25,WHT,Wallonia,14,14,1,1,0,0,5,Hainaut
1796,2020-08-25,VLI,Flanders,7,12,3,1,0,1,3,Limburg
1797,2020-08-25,WLG,Wallonia,12,28,10,7,0,2,7,Liège
1798,2020-08-25,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
1799,2020-08-25,WNA,Wallonia,6,4,2,2,0,0,1,Namur
1800,2020-08-25,VOV,Flanders,14,24,4,1,0,2,5,OostVlaanderen
1801,2020-08-25,VBR,Flanders,6,14,6,3,0,3,1,VlaamsBrabant
1802,2020-08-25,WBR,Wallonia,2,2,0,0,0,0,2,BrabantWallon
1803,2020-08-25,VWV,Flanders,11,10,4,1,1,0,1,WestVlaanderen
1804,2020-08-26,VAN,Flanders,14,70,26,13,3,6,7,Antwerpen
1805,2020-08-26,BRU,Brussels,15,94,28,14,4,11,18,Brussels
1806,2020-08-26,WHT,Wallonia,14,12,0,0,0,1,3,Hainaut
1807,2020-08-26,VLI,Flanders,7,9,2,1,0,0,3,Limburg
1808,2020-08-26,WLG,Wallonia,12,24,10,7,0,0,6,Liège
1809,2020-08-26,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
1810,2020-08-26,WNA,Wallonia,6,4,2,1,0,0,0,Namur
1811,2020-08-26,VOV,Flanders,14,21,4,1,0,0,3,OostVlaanderen
1812,2020-08-26,VBR,Flanders,6,15,7,3,0,1,0,VlaamsBrabant
1813,2020-08-26,WBR,Wallonia,2,1,0,0,0,0,1,BrabantWallon
1814,2020-08-26,VWV,Flanders,11,10,2,0,0,2,1,WestVlaanderen
1815,2020-08-27,VAN,Flanders,14,64,26,15,1,3,7,Antwerpen
1816,2020-08-27,BRU,Brussels,15,93,29,15,4,8,10,Brussels
1817,2020-08-27,WHT,Wallonia,14,14,0,0,0,5,4,Hainaut
1818,2020-08-27,VLI,Flanders,7,7,2,1,0,0,2,Limburg
1819,2020-08-27,WLG,Wallonia,12,26,11,6,0,2,1,Liège
1820,2020-08-27,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
1821,2020-08-27,WNA,Wallonia,6,4,2,1,0,0,0,Namur
1822,2020-08-27,VOV,Flanders,14,22,4,1,0,2,5,OostVlaanderen
1823,2020-08-27,VBR,Flanders,6,14,7,3,0,0,2,VlaamsBrabant
1824,2020-08-27,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
1825,2020-08-27,VWV,Flanders,11,12,1,0,0,1,0,WestVlaanderen
1826,2020-08-28,VAN,Flanders,14,64,25,15,1,5,5,Antwerpen
1827,2020-08-28,BRU,Brussels,15,89,26,17,3,5,8,Brussels
1828,2020-08-28,WHT,Wallonia,14,16,0,0,0,2,0,Hainaut
1829,2020-08-28,VLI,Flanders,7,7,2,1,0,1,1,Limburg
1830,2020-08-28,WLG,Wallonia,12,25,11,6,0,2,3,Liège
1831,2020-08-28,WLX,Wallonia,3,1,0,0,0,1,0,Luxembourg
1832,2020-08-28,WNA,Wallonia,6,3,1,1,0,0,1,Namur
1833,2020-08-28,VOV,Flanders,14,18,3,1,0,1,4,OostVlaanderen
1834,2020-08-28,VBR,Flanders,6,15,8,2,0,2,1,VlaamsBrabant
1835,2020-08-28,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
1836,2020-08-28,VWV,Flanders,11,13,1,1,0,0,1,WestVlaanderen
1837,2020-08-29,VAN,Flanders,14,57,22,14,1,3,12,Antwerpen
1838,2020-08-29,BRU,Brussels,15,85,25,16,3,3,4,Brussels
1839,2020-08-29,WHT,Wallonia,14,12,0,0,0,0,1,Hainaut
1840,2020-08-29,VLI,Flanders,7,6,2,1,0,0,1,Limburg
1841,2020-08-29,WLG,Wallonia,12,23,10,5,0,0,1,Liège
1842,2020-08-29,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
1843,2020-08-29,WNA,Wallonia,6,3,1,1,0,0,0,Namur
1844,2020-08-29,VOV,Flanders,14,12,3,2,0,0,4,OostVlaanderen
1845,2020-08-29,VBR,Flanders,6,15,8,2,0,0,1,VlaamsBrabant
1846,2020-08-29,WBR,Wallonia,2,1,0,0,0,1,1,BrabantWallon
1847,2020-08-29,VWV,Flanders,11,15,1,1,0,1,0,WestVlaanderen
1848,2020-08-30,VAN,Flanders,14,58,22,13,1,2,2,Antwerpen
1849,2020-08-30,BRU,Brussels,15,84,25,16,3,2,3,Brussels
1850,2020-08-30,WHT,Wallonia,14,12,0,0,0,1,0,Hainaut
1851,2020-08-30,VLI,Flanders,7,5,2,1,0,1,2,Limburg
1852,2020-08-30,WLG,Wallonia,12,25,10,5,0,2,0,Liège
1853,2020-08-30,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
1854,2020-08-30,WNA,Wallonia,6,3,1,1,0,0,0,Namur
1855,2020-08-30,VOV,Flanders,14,15,3,1,0,6,4,OostVlaanderen
1856,2020-08-30,VBR,Flanders,6,16,8,2,0,0,1,VlaamsBrabant
1857,2020-08-30,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
1858,2020-08-30,VWV,Flanders,11,13,0,0,0,0,1,WestVlaanderen
1859,2020-08-31,VAN,Flanders,14,63,23,11,1,7,2,Antwerpen
1860,2020-08-31,BRU,Brussels,15,86,29,17,3,2,1,Brussels
1861,2020-08-31,WHT,Wallonia,14,12,0,0,0,2,1,Hainaut
1862,2020-08-31,VLI,Flanders,7,4,2,0,0,0,1,Limburg
1863,2020-08-31,WLG,Wallonia,12,26,10,5,0,1,0,Liège
1864,2020-08-31,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
1865,2020-08-31,WNA,Wallonia,6,3,1,1,0,0,0,Namur
1866,2020-08-31,VOV,Flanders,14,17,3,1,0,3,2,OostVlaanderen
1867,2020-08-31,VBR,Flanders,6,14,6,2,0,0,0,VlaamsBrabant
1868,2020-08-31,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
1869,2020-08-31,VWV,Flanders,11,16,0,0,0,3,0,WestVlaanderen
1870,2020-09-01,VAN,Flanders,14,57,19,10,1,7,12,Antwerpen
1871,2020-09-01,BRU,Brussels,15,79,27,17,3,6,11,Brussels
1872,2020-09-01,WHT,Wallonia,14,10,0,0,0,1,2,Hainaut
1873,2020-09-01,VLI,Flanders,7,8,2,0,0,5,1,Limburg
1874,2020-09-01,WLG,Wallonia,12,22,8,6,0,2,5,Liège
1875,2020-09-01,WLX,Wallonia,3,0,0,0,0,0,1,Luxembourg
1876,2020-09-01,WNA,Wallonia,6,3,1,1,0,0,0,Namur
1877,2020-09-01,VOV,Flanders,14,20,5,2,0,6,2,OostVlaanderen
1878,2020-09-01,VBR,Flanders,6,14,6,2,0,0,0,VlaamsBrabant
1879,2020-09-01,WBR,Wallonia,2,2,0,0,0,1,0,BrabantWallon
1880,2020-09-01,VWV,Flanders,11,11,0,0,0,0,5,WestVlaanderen
1881,2020-09-02,VAN,Flanders,14,54,18,10,1,5,7,Antwerpen
1882,2020-09-02,BRU,Brussels,15,78,24,18,3,10,14,Brussels
1883,2020-09-02,WHT,Wallonia,14,10,0,0,0,1,1,Hainaut
1884,2020-09-02,VLI,Flanders,7,12,2,0,0,4,1,Limburg
1885,2020-09-02,WLG,Wallonia,12,21,6,5,0,1,1,Liège
1886,2020-09-02,WLX,Wallonia,3,1,1,0,0,1,0,Luxembourg
1887,2020-09-02,WNA,Wallonia,6,3,1,1,0,0,0,Namur
1888,2020-09-02,VOV,Flanders,14,17,5,2,0,3,6,OostVlaanderen
1889,2020-09-02,VBR,Flanders,6,13,3,3,0,1,2,VlaamsBrabant
1890,2020-09-02,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
1891,2020-09-02,VWV,Flanders,11,10,0,0,0,0,2,WestVlaanderen
1892,2020-09-03,VAN,Flanders,14,50,17,9,1,7,11,Antwerpen
1893,2020-09-03,BRU,Brussels,15,75,24,16,3,2,4,Brussels
1894,2020-09-03,WHT,Wallonia,14,11,0,0,0,1,1,Hainaut
1895,2020-09-03,VLI,Flanders,7,10,1,0,0,1,3,Limburg
1896,2020-09-03,WLG,Wallonia,12,21,7,5,0,1,1,Liège
1897,2020-09-03,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
1898,2020-09-03,WNA,Wallonia,6,3,1,1,0,0,0,Namur
1899,2020-09-03,VOV,Flanders,14,18,5,3,0,1,1,OostVlaanderen
1900,2020-09-03,VBR,Flanders,6,12,3,3,0,0,1,VlaamsBrabant
1901,2020-09-03,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
1902,2020-09-03,VWV,Flanders,11,7,0,0,0,0,5,WestVlaanderen
1903,2020-09-04,VAN,Flanders,14,52,18,11,1,7,4,Antwerpen
1904,2020-09-04,BRU,Brussels,15,79,19,14,6,6,6,Brussels
1905,2020-09-04,WHT,Wallonia,14,8,1,1,0,1,4,Hainaut
1906,2020-09-04,VLI,Flanders,7,11,1,0,0,0,0,Limburg
1907,2020-09-04,WLG,Wallonia,12,22,6,4,0,2,0,Liège
1908,2020-09-04,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
1909,2020-09-04,WNA,Wallonia,6,5,1,1,0,2,0,Namur
1910,2020-09-04,VOV,Flanders,14,20,3,3,0,2,2,OostVlaanderen
1911,2020-09-04,VBR,Flanders,6,12,3,3,0,1,2,VlaamsBrabant
1912,2020-09-04,WBR,Wallonia,2,0,0,0,0,0,2,BrabantWallon
1913,2020-09-04,VWV,Flanders,11,6,0,0,0,1,2,WestVlaanderen
1914,2020-09-05,VAN,Flanders,14,51,16,11,1,6,6,Antwerpen
1915,2020-09-05,BRU,Brussels,15,76,22,14,3,2,5,Brussels
1916,2020-09-05,WHT,Wallonia,14,9,1,1,0,2,1,Hainaut
1917,2020-09-05,VLI,Flanders,7,10,1,0,0,1,2,Limburg
1918,2020-09-05,WLG,Wallonia,12,21,6,5,0,1,3,Liège
1919,2020-09-05,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
1920,2020-09-05,WNA,Wallonia,6,7,1,1,0,2,0,Namur
1921,2020-09-05,VOV,Flanders,14,21,3,3,0,1,1,OostVlaanderen
1922,2020-09-05,VBR,Flanders,6,11,3,3,0,0,1,VlaamsBrabant
1923,2020-09-05,WBR,Wallonia,2,4,0,0,0,0,0,BrabantWallon
1924,2020-09-05,VWV,Flanders,11,5,0,0,0,1,3,WestVlaanderen
1925,2020-09-06,VAN,Flanders,14,53,15,10,1,5,7,Antwerpen
1926,2020-09-06,BRU,Brussels,15,79,23,13,3,5,4,Brussels
1927,2020-09-06,WHT,Wallonia,14,11,1,1,0,1,0,Hainaut
1928,2020-09-06,VLI,Flanders,7,9,1,0,0,0,1,Limburg
1929,2020-09-06,WLG,Wallonia,12,21,6,5,0,1,1,Liège
1930,2020-09-06,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
1931,2020-09-06,WNA,Wallonia,6,6,1,1,0,1,0,Namur
1932,2020-09-06,VOV,Flanders,14,23,3,3,0,3,0,OostVlaanderen
1933,2020-09-06,VBR,Flanders,6,11,3,3,0,0,0,VlaamsBrabant
1934,2020-09-06,WBR,Wallonia,2,4,0,0,0,0,0,BrabantWallon
1935,2020-09-06,VWV,Flanders,11,6,0,0,0,1,0,WestVlaanderen
1936,2020-09-07,VAN,Flanders,14,55,16,10,1,4,2,Antwerpen
1937,2020-09-07,BRU,Brussels,15,92,22,12,3,17,4,Brussels
1938,2020-09-07,WHT,Wallonia,14,12,1,1,0,1,0,Hainaut
1939,2020-09-07,VLI,Flanders,7,10,1,0,0,1,0,Limburg
1940,2020-09-07,WLG,Wallonia,12,23,6,6,0,3,1,Liège
1941,2020-09-07,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
1942,2020-09-07,WNA,Wallonia,6,6,1,1,0,0,0,Namur
1943,2020-09-07,VOV,Flanders,14,23,3,2,0,0,0,OostVlaanderen
1944,2020-09-07,VBR,Flanders,6,9,2,2,0,0,1,VlaamsBrabant
1945,2020-09-07,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1946,2020-09-07,VWV,Flanders,11,5,0,0,0,0,1,WestVlaanderen
1947,2020-09-08,VAN,Flanders,14,58,18,10,1,6,5,Antwerpen
1948,2020-09-08,BRU,Brussels,15,96,23,11,3,15,12,Brussels
